CODIGO;DESCRICAO;CODIGO TOP MANAGER;CATEGORIA;FAMILIA;NOMENCLATURA;;;;;;;;
3070500161;ABRACADEIRA DE NYLON 4X200MM PA66 BRANCA (3070500161);;;DIVERSOS;ABRACADEIRA DE NYLON 4X200MM PA66 BRANCA (3070500161);;;;;;;;
3062000540;BLOCO DE PRESSAO METALICO PARA PROPULSOR DE EMBARCACAO;;;DIVERSOS;BLOCO DE PRESSAO METALICO PARA PROPULSOR DE EMBARCACAO;;;;;;;;
3061901900;CONE DE NARIZ METALICO PARA PROPULSOR DE MOTOR DE BARCO;;;DIVERSOS;CONE DE NARIZ METALICO PARA PROPULSOR DE MOTOR DE BARCO;;;;;;;;
3061901880;HELICE MEDIA METALICA PARA PROPULSOR DE MOTOR DE BARCO;;;DIVERSOS;HELICE MEDIA METALICA PARA PROPULSOR DE MOTOR DE BARCO;;;;;;;;
3061901200;Estrutura de aço galvanizado pintado de preto inferior 465*425*166.5 30619-GT110KT2-02 (3061901200);105383;PRODUTO;DIVERSOS;Estrutura de aço galvanizado pintado de preto inferior 465*425*166.5 30619-GT110KT2-02 (3061901200);;;;;;;;
3061700120;POSTE FINAL PARA TRILHO DIN;;;DIVERSOS;POSTE FINAL PARA TRILHO DIN;;;;;;;;
3051701630;ARO SUS304 DE ACO INOXIDAVEL 0,3MM 1100*10MM 30517-BXI-03 FORMA DE DENTE (3051701630);;;DIVERSOS;ARO SUS304 DE ACO INOXIDAVEL 0,3MM 1100*10MM 30517-BXI-03 FORMA DE DENTE (3051701630);;;;;;;;
3051506540;GRAMPO EM ACO INOXIDAVEL SUS304 - DIMENSOES: 2,0MM 345MM 40X40MM PARA AP1000 (3051506540);;;;;;;;;;;;
3051506010;SUPORTE DE MONTAGEM (LONGO) SUS304 DE ACO INOXIDAVEL 1,2 MM 224×60×102MM 30515-EA7 (3051506010);;;DIVERSOS;SUPORTE DE MONTAGEM (LONGO) SUS304 DE ACO INOXIDAVEL 1,2 MM 224×60×102MM 30515-EA7 (3051506010);;;;;;;;
3043500400;BRACADEIRA METALICA DA HELICE DO PROPULSOR;;;DIVERSOS;BRACADEIRA METALICA DA HELICE DO PROPULSOR;;;;;;;;
3043500390;BLOCO ANTICORROSAO METALICO DA HELICE DO PROPULSOR;;;DIVERSOS;BLOCO ANTICORROSAO METALICO DA HELICE DO PROPULSOR;;;;;;;;
3042706160;PONTE DE COBRE BARRAMENTO FASE A COBRE T2 3MM 496.4*95*43MM PESO 377G COM ISOLAMENTO (3042706160);;;;;;;;;;;;
3042706150;PONTE DE COBRE BARRAMENTO FASE C COBRE T2 3MM 515.6*61.5*43MM PESO 362G COM ISOLAMENTO (3042706150);;;;;;;;;;;;
3042706140;PONTE DE COBRE BARRAMENTO FASE B COBRE T2 3MM 506*78*42MM PESO 370G COM ISOLAMENTO (3042706140);;;;;;;;;;;;
3042702220;PONTE DE COBRE BARRAMENTO NEUTRO T2 3MM 504*48*43MM;;;;;;;;;;;;
3042306070;CONECTOR TERMINAL ILHOS TUBULAR 4-6MM² 750V;;PRODUTO;DIVERSOS - CONECTOR;CONECTOR TERMINAL ILHOS TUBULAR 4-6MM² 750V;;;;;;;;
3042305120;TERMINAL TUBULAR 6MM² ISOLADO 12MM (E6012) (3042305120);;;DIVERSOS;TERMINAL TUBULAR 6MM² ISOLADO 12MM (E6012) (3042305120);;;;;;;;
3042303700;TRILHO DIN 35MM PERFURADO;;;DIVERSOS;TRILHO DIN 35MM PERFURADO;;;;;;;;
3042302970;CONECTOR TERMINAL PRE-ISOLADO SIMPLES ESTANHADO ISOLADO 750V;;PRODUTO;DIVERSOS - CONECTOR;CONECTOR TERMINAL PRE-ISOLADO SIMPLES ESTANHADO ISOLADO 750V;;;;;;;;
3041501590;CHAPA METALICA ANTI-MAGNETICA EM ACO CARBONO ESPESSURA 2MM 40X40MM (3041501590);;;;;;;;;;;;
3040900010;PARTE METALICA PARA PORTA OPTICA (3040900010);;;;;;;;;;;;
3040702430;TERMINAL DE CORRENTE - MEDIDOR POLI - LATAO NIQUELADO 5N.M (3040702430);;;;;;;;;;;;
3040702390;TERMINAL DE CORRENTE LATAO NIQUELADO H62, DIMENSAO 40,6X38X21MM, TORQUE 22N (3040702390);;;;;;;;;;;;
3040702190;TERMINAL DE CORRENTE - MEDIDOR POLI - ZINCO NIQUEL 5N.M (3040702190);;;;;;;;;;;;
3040502530;TERMINAL DE COMUNICACAO RIGIDO MEDIDOR HXE12DL 4.1*5.1*20.9MM F1.6*18.7 30405-DX70-06 (3040502530);;;;;;;;;;;;
3040501440;TERMINAL DE COMUNICACAO RIGIDO MEDIDOR HXE12DL 4,1*8,3*16,8 MM F1.6*16.6 30405-DX70-04 (3040501440);;;;;;;;;;;;
3040303790;PONTE DE COBRE NEUTRO ESTANHADA C/PINO RIGIDO PARA CONEXAO 41,4X31,8X25MM 120A 240V PTH (3040303790);;;;;;;;;;;;
3040303740;PONTE DE COBRE NEUTRO ESTANHADA 54,6X38X5MM FIO PRETO (100MM) 200A 240V PTH (3040303740);;;;;;;;;;;;
3040303540;PONTE DE COBRE NEUTRO ESTANHADO - CRONOS 7022NG 2MM 31*25*15 13G 30403-ED73-01 (3040303540) PTH;;;;;;;;;;;;
3040303370;PONTE DE COBRE FASE C ESTANHADA 94,8X90X5MM FIO VERMELHO (100MM) 200A 240V PTH (3040303370);;;;;;;;;;;;
3040301130;PONTE DE COBRE ESTANHADA DO NEUTRO HIGH END POLIFASICO (3040301130);;;;;;;;;;;;
3032702420;PARAFUSO M6X20MM DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE;;;DIVERSOS;PARAFUSO M6X20MM DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE;;;;;;;;
3032702090;PARAFUSO COMPOSTO M5X12MM - ZINCADO BRANCO (3032702090);;;;;;;;;;;;
3031702570;PINO CILINDRICO ROSCADO DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE;;;DIVERSOS;PINO CILINDRICO ROSCADO DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE;;;;;;;;
3031301750;ARRUELA DE PRESSAO F5,1 MM, ACO INOXIDAVEL SUS 304 PASSIVADO (3031301750);;;;;;;;;;;;
3031300280;ARRUELA DE PRESSAO EM ACO INOX Ø6.1MM (3031300280);;;;;;;;;;;;
3031101950;ARRUELA LISA EM ACO INOX Ø10.5MM 20MM*2MM (3031101950);;;;;;;;;;;;
3031101930;ARRUELA LISA EM ACO INOX Ø6.4MM*12MM*1.6MM (3031101930);;;;;;;;;;;;
3031101920;ARRUELA LISA Ø5,3 MM, Ø10 MM X 1 MM - ACO INOXIDAVEL SUS 304 PASSIVADO (3031101920);;;;;;;;;;;;
3031100260;ARRUELA LISA EM ACO CARBONO Q235 Ø5.2MM*15MM*1MM (3031100260);;;;;;;;;;;;
3030903110;PORCA AUTO-TRAVANTE DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE;;;DIVERSOS;PORCA AUTO-TRAVANTE DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE;;;;;;;;
3030900500;PORCA REDONDA M4 F5,8 MM 6,0 MM LATAO HPB59-1 DECAPAGEM SEM PADRAO 30309-HXTY-06 (3030900500);;;;;;;;;;;;
3030702210;PARAFUSO DE EXPANSAO M6*60 ACO INOXIDAVEL SUS304 MEIA ROSCA (3030702210);;;DIVERSOS;PARAFUSO DE EXPANSAO M6*60 ACO INOXIDAVEL SUS304 MEIA ROSCA (3030702210);;;;;;;;
3030502830;PARAFUSO M4*20MM CABECA CILINDRICA, FENDA CRUZADA, F6MM F2.2MM ACO CARBONO 1022 (3030502830);;;;;;;;;;;;
3030501480;PARAFUSO M4*12MM CABECA CILINDRICA, F6MM F2.2MM ACO CARBONO 1022 30305-HXTY-09 (3030501480);;;;;;;;;;;;
3030303170;PARAFUSO PIERCE EM ACO AUTOATARRAXANTE ROSCA PARCIAL - 20MM - FENDA SIMP. ZINC. AMARELO (3030303170);;;;;;;;;;;;
3030110040;PARAFUSO TERMINAL DE CORRENTE MEDIDOR INDIRETO M4*9 FENDA CRUZADA ZINCO NIQUEL THS (3030110040);;;;;;;;;;;;
3030109940;PARAFUSO EM ACO INOX HEADLESS M10*400MM (3030109940);;;;;;;;;;;;
3030109900;PARAFUSO EM ACO INOX M6*16MM (3030109900);;;;;;;;;;;;
3030109560;PARAFUSO DO TERMINAL DE CORRENTE - FENDA SIMPLES - ZINCO NIQUEL (3030109560);;;;;;;;;;;;
3030107520;PARAFUSO PARA TERMINAIS M6X15MM - LATAO NIQUELADO (3030107520);;;;;;;;;;;;
3030106390;PARAFUSO DE ACO INOXIDAVEL M6 Ø6,5MM (3030106390);;;;;;;;;;;;
3030105810;PARAFUSO CABECA CILINDRICA FENDA CRUZADA M3X5 - ZINCADO BRANCO (3030105810);;;;;;;;;;;;
3030105660;PARAFUSO ALLEN TERMINAL ACO INOX MEDIDOR ARES 30/200 (3030105660);;;;;;;;;;;;
3030104520;PARAFUSO CABECA TIPO PANELA, Ø7MM, M5*12 MM, FENDA CRUZADA, ACO CARBONO 1022 GALVANIZADO (3030104520;;;;;;;;;;;;
3030104490;PARAFUSO CABECA TIPO PANELA - M5*8 MM - FENDA CRUZADA - ACO CARBONO 1022 GALVANIZADO (3030104490);;;;;;;;;;;;
3030104220;PARAFUSO M3X0,8 PARA FIXACAO DAS PONTES NO BLOCO MEDIDOR ARES 30/200 (M03.08.02H-1-1);;;;;;;;;;;;
3030101750;PARAFUSO SEXTAVADO M5X10 ACO INOX (3030101750);;;DIVERSOS;PARAFUSO SEXTAVADO M5X10 ACO INOX (3030101750);;;;;;;;
3030100430;PARAFUSO PIERCE PARA TAMPA PRINCIPAL POLI NOVO CRONOS THC (8.910.0420.2G-1-1) (3030100430);;;;;;;;;;;;
3030100420;PARAFUSO PIERCE PARA TAMPA PRINCIPAL MONO NOVO CRONOS THC (8.910.0410.5G-1-1) (3030100420);;;;;;;;;;;;
3028100409;PLACA DE PRESSAO ESTANQUE PLASTICA PARA CONJUNTO DE PROPULSAO;;;DIVERSOS;PLACA DE PRESSAO ESTANQUE PLASTICA PARA CONJUNTO DE PROPULSAO;;;;;;;;
3028100310;HELICE DE PLASTICO PARA MOTOR DE BARCO;;;DIVERSOS;HELICE DE PLASTICO PARA MOTOR DE BARCO;;;;;;;;
3028100290;CONE DE NARIZ DE PLASTICO PARA PROPULSOR DE MOTOR DE BARCO;;;DIVERSOS;CONE DE NARIZ DE PLASTICO PARA PROPULSOR DE MOTOR DE BARCO;;;;;;;;
3028100149;ALCA DE AJUSTE PLASTICA PARA CONJUNTO DE PROPULSAO;;;DIVERSOS;ALCA DE AJUSTE PLASTICA PARA CONJUNTO DE PROPULSAO;;;;;;;;
3023702160;FOLHA DE ISOLAMENTO 0,3MM PESO 6,3G PC PRETO UL94-V0 (3023702160);;;;;;;;;;;;
3023303010;SUPORTE PARA LCD HXE 12DL (3023303010) PTH;;;;;;;;;;;;
3022500339;BASE DO MODULO ZEUS (3022500339);;;;;;;;;;;;
3013603080;TRANSFORMADOR DE CORRENTE BH50I-1000A/5A MONOFASICO CLASSE 0.5;;;DIVERSOS;TRANSFORMADOR DE CORRENTE BH50I-1000A/5A MONOFASICO CLASSE 0.5;;;;;;;;
3013603050;TC BIPARTIDO 500/5 CLASSE 0.5 COM DERIVACAO PARA MEDICAO DE TENSAO, COMPRIMENTO 4M;;;;;;;;;;;;
3013601960;TC BIPARTIDO 500/5 CLASSE 0.5 COM DERIVACAO P/ MEDICAO DE TENSAO, COMP. 3,5M (3013601960);;;;;;;;;;;;
3013500620;"FUSIVEL PARA UMA TENSAO NAO SUPERIOR A 1000V ;SEV-43F-250/1000;DC;250.0A;ROHS(3013500620)";;;DIVERSOS;"FUSIVEL PARA UMA TENSAO NAO SUPERIOR A 1000V ;SEV-43F-250/1000;DC;250.0A;ROHS(3013500620)";;;;;;;;
3013500320;"FUSIVEL; SEV-43F-1000V;1000V;400.0A;ROHS";;;DIVERSOS;"FUSIVEL; SEV-43F-1000V;1000V;400.0A;ROHS";;;;;;;;
3013400100;"RELE (CONTATOR) PARA UMA TENSAO DE ATE 1000V DC;12~1000VDC;CE;ROHS (3013400100)";;;DIVERSOS;"RELE (CONTATOR) PARA UMA TENSAO DE ATE 1000V DC;12~1000VDC;CE;ROHS (3013400100)";;;;;;;;
3013400040;"RELE (CONTATOR) PARA UMA TENSAO DE ATE 400V CONTROLE DA FONTE DE ALIMENTACAO DO MODULO DE CARREGAMENTO;AC 400V;3P; (3013";;;DIVERSOS;"RELE (CONTATOR) PARA UMA TENSAO DE ATE 400V CONTROLE DA FONTE DE ALIMENTACAO DO MODULO DE CARREGAMENTO;AC 400V;3P; (3013";;;;;;;;
3013200750;"DISPOSITIVO DE PROTECAO CONTRA SURTOS (DPS);70.3*99.7*67";;;DIVERSOS;"DISPOSITIVO DE PROTECAO CONTRA SURTOS (DPS);70.3*99.7*67";;;;;;;;
3013200360;DISPOSITIVO DE PROTECAO CONTRA SURTOS DPS CLASSE II 275V QUADRIPOLAR;;;DIVERSOS;DISPOSITIVO DE PROTECAO CONTRA SURTOS DPS CLASSE II 275V QUADRIPOLAR;;;;;;;;
3013200300;DPS CC LIVOLTEK LSP-40 2P 600V 40KA (LSP-40/2) (3013200300);;;DIVERSOS;DPS CC LIVOLTEK LSP-40 2P 600V 40KA (LSP-40/2) (3013200300);;;;;;;;
3013100020;INTERRUPTOR SECCIONADOR DC PEDS150-HM3;;;DIVERSOS;INTERRUPTOR SECCIONADOR DC PEDS150-HM3;;;;;;;;
3013000870;INTERRUPTOR SECCIONADOR DC PEDS150H-HM50-6F;;;DIVERSOS;INTERRUPTOR SECCIONADOR DC PEDS150H-HM50-6F;;;;;;;;
3012103900;TERMINAL ELETRICO MC4 MACHO;;;DIVERSOS;TERMINAL ELETRICO MC4 MACHO;;;;;;;;
3012103890;CONECTOR MC4 FEMEA;;PRODUTO;KIT SOLAR - CONECTOR;CONECTOR MC4 FEMEA;;;;;;;;
3012103860;CONECTOR MC4 MACHO;;PRODUTO;KIT SOLAR - CONECTOR;CONECTOR MC4 MACHO;;;;;;;;
3012103830;TERMINAL ELETRICO MC4 FEMEA;;;DIVERSOS;TERMINAL ELETRICO MC4 FEMEA;;;;;;;;
3012102500;CONECTOR PARA CABO DE REDE (3012102500);;PRODUTO;CONECTOR;;;;;;;;;
3012002410;"PARTE DO CARREGADOR MOTION FAST DC; DISJUNTOR DE CORRENTE RESIDUAL CAIXA MOLDADA TRIPOLAR; 250A; 30MA; TIPO A";;PRODUTO;DIVERSOS;"PARTE DO CARREGADOR MOTION FAST DC; DISJUNTOR DE CORRENTE RESIDUAL CAIXA MOLDADA TRIPOLAR; 250A; 30MA; TIPO A";;;;;;;;
3012001050;"DISJUNTOR CAIXA MOLDADA; CDM6H-250M/3308;250.0A;3P;50KA;ROHS (3012001050)";;;DIVERSOS;"DISJUNTOR CAIXA MOLDADA; CDM6H-250M/3308;250.0A;3P;50KA;ROHS (3012001050)";;;;;;;;
3011901840;"BOTAO DE EMERGENCIA; NP4-11ZS/1;RED;38*31*64MM;ROHS (3011901840)";;;DIVERSOS;"BOTAO DE EMERGENCIA; NP4-11ZS/1;RED;38*31*64MM;ROHS (3011901840)";;;;;;;;
3011800300;"VENTILADOR TIPO COOLER FAN ;175*150*51;1.9A;24V;66.4DB;354.71;400.0MM;70000HRS AT 40?;ROHS(3011800300)";;;DIVERSOS;"VENTILADOR TIPO COOLER FAN ;175*150*51;1.9A;24V;66.4DB;354.71;400.0MM;70000HRS AT 40?;ROHS(3011800300)";;;;;;;;
3010914690;DISJUNTOR MONOPOLAR CA 415V 20A;;;DIVERSOS;DISJUNTOR MONOPOLAR CA 415V 20A;;;;;;;;
3010914640;DISJUNTOR BIPOLAR CC 1000V 63A;;;DIVERSOS;DISJUNTOR BIPOLAR CC 1000V 63A;;;;;;;;
3010913290;MINI DISJUNTOR CC LIVOLTEK LTB2Z-63 2P 1000V 40A (LTB2Z-63 -40A) (3010913290);;;DIVERSOS;MINI DISJUNTOR CC LIVOLTEK LTB2Z-63 2P 1000V 40A (LTB2Z-63 -40A) (3010913290);;;;;;;;
3010913140;"DISJUNTOR DIN; 16A;1P+N;6,10KA;CDB6HLES-63;ROHS (3010913140)";;;DIVERSOS;"DISJUNTOR DIN; 16A;1P+N;6,10KA;CDB6HLES-63;ROHS (3010913140)";;;;;;;;
3010913120;"DISJUNTOR DIN ;40A;3P;6KA;CDB6I;ROHS.(3010913120)";;;DIVERSOS;"DISJUNTOR DIN ;40A;3P;6KA;CDB6I;ROHS.(3010913120)";;;;;;;;
3010502890;PONTE DE COBRE FASE C (SHUNT) 120A 120UR 0MM ESTANHADO LNNL 23,3G 30105-ED73-07 (3010502890) PTH;;;;;;;;;;;;
3010502880;PONTE DE COBRE FASE B (SHUNT) 120A 120UR 0MM ESTANHADO LNNL 36,8G 30105-ED73-06 (3010502880) PTH;;;;;;;;;;;;
3010502820;PONTE DE COBRE FASE ESTANHADO CORRENTE MAX. 100A 180UR LLNN 22,0G 30105-DX70-07 PTH (3010502820);;;;;;;;;;;;
3010502720;PONTE DE COBRE FASE A ESTANHADO CORRENTE MAX. 120A S/ ISOLACAO APLICADO ATE 240V PTH (3010502720);;;;;;;;;;;;
3010502710;PONTE DE COBRE FASE B ESTANHADO CORRENTE MAX. 120A S/ ISOLACAO APLICADO ATE 240V PTH (3010502710);;;;;;;;;;;;
3010502700;PONTE DE COBRE FASE C ESTANHADO CORRENTE MAX. 120A S/ ISOLACAO APLICADO ATE 240V PTH (3010502700);;;;;;;;;;;;
3010500400;PONTE DE COBRE (FASE) SHUNT- MEDIDOR MONOFASICO HIGH END (3010500400);;;;;;;;;;;;
3010315200;"RELE PARA UMA TENSAO DE ATE 12V DC; 10A;CZT08A-02+NG102;ROHS (3010315200)";;;DIVERSOS;"RELE PARA UMA TENSAO DE ATE 12V DC; 10A;CZT08A-02+NG102;ROHS (3010315200)";;;;;;;;
3010314420;RELE 100A 12V (180µO) 30103-EQ70-01 PROT. MAGNETICA PTH (3010314420);;;;;;;;;;;;
3010313960;RELE 100A 12V (180µO) 30103 DH70 02 FASE 2 PTH (3010313960);;;;;;;;;;;;
3010313950;RELE 100A 12V (180µO) 30103 DH70 03 FASE 1 PTH (3010313950);;;;;;;;;;;;
3010312910;RELE 100A 12V (120µO) 30103 EN70 01 (3010312910) PTH;;;;;;;;;;;;
3010300510;RELE 120A ,120 12VDC 5.565.015-J17 PTH (3010300510);;;;;;;;;;;;
3010300500;RELE 100A 12V 180 5.565.314-C62 PTH (3010300500);;;;;;;;;;;;
3010107170;TRANSFORMADOR ELETRICO DE CORRENTE COR. NOMINAL 30A COR. MAXIMA 200A 30(200)A/7,5MA PTH (3010107170);;;;;;;;;;;;
3010106530;TRANSFORMADOR ELETRICO DE CORRENTE COR. NOMINAL 30A COR. MAXIMA 200A 30(200)A/12MA C/ BLINDAGEM (3010106530);;;;;;;;;;;;
3010101430;TC - TRANSFORMADOR DE CORRENTE 5(120)A,2MA,20R,0.1,6.AK.00 HIGH END (3010101430);;;;;;;;;;;;
2150165830;PLACA DE CIRCUITO IMPRESSO 2 310.33MM*167.13MM*1.6MM/2 NAO-ROHS (2150165830) SMT;;;;;;;;;;;;
2150160520;PLACA DE CIRCUITO IMPRESSO 2 247.0MM*236.0MM*1.6MM/4 NAO-ROHS (2150160520) SMT;;;;;;;;;;;;
2150155850;PLACA DE CIRCUITO IMPRESSO 2 236.0MM*175.64MM*1.6MM/4 NAO-ROHS (2150155850) SMT;;;;;;;;;;;;
2150149950;PLACA DE CIRCUITO IMPRESSO 2 234.0MM*209.0MM*1.6MM/4 NAO-ROHS (2150149950) SMT;;;;;;;;;;;;
2150143520;PLACA DE CIRCUITO IMPRESSO 2 101.79MM*322.0MM*1.6MM/2 NAO-ROHS (2150143520) SMT;;;;;;;;;;;;
2150138350;PLACA DE CIRCUITO IMPRESSO 2 237.5MM*116.98MM*1.6MM/1 NAO-ROHS SMT (2150138350);;;;;;;;;;;;
2150138330;PLACA DE CIRCUITO IMPRESSO 2 237.5MM*117.0MM*1.6MM/1 NAO-ROHS SMT (2150138330);;;;;;;;;;;;
2150136750;PLACA DE CIRCUITO IMPRESSO 2 330*165*1.6MM/2 NAO-ROHS (2150136750) SMT;;;;;;;;;;;;
2150136420;PLACA DE CIRCUITO IMPRESSO 2 206.0*117.0*1.6MM/1 NAO-ROHS (2150136420) SMT;;;;;;;;;;;;
2150135300;PLACA DE CIRCUITO IMPRESSO 2 146*306.92*1.6MM/2 SMT (2150135300);;;;;;;;;;;;
2150132270;PLACA DE CIRCUITO IMPRESSO 2.0 222.05MM 164.0MM 1.6MM 1.0 ROHS (2150132270) SMT;;;;;;;;;;;;
2150127660;PLACA DE CIRCUITO IMPRESSO 2 107.2MM 185.1MM 1.6MM 3 ROHS (2150127660) SMT;;;;;;;;;;;;
2150121700;PLACA DE CIRCUITO IMPRESSO 2 117*206*1.6MM/1(2150121700) SMT;;;;;;;;;;;;
2140500020;ADAPTADOR DE CONEXAO RF SMA MACHO PARA TIPO N MACHO 3600MM E TENSAO DE ATE 300 VDC (2140500020);;;;;;;;;;;;
2140300080;ARRUELA DE PRESSAO DIMENSOES 8.5*6.5*1.2, DOURADO, DE ACO, PARA CONECTOR SMA (2140300080);;;;;;;;;;;;
2140104220;ANTENA WIFI 2.4GHZ, >3DBI, 50OHMS, 32.5MM, 290±5MM, 32.5*9.5*0.2MM, ROHS, -45~+85 GRAUS CELSIUS;;;DIVERSOS;ANTENA WIFI 2.4GHZ, >3DBI, 50OHMS, 32.5MM, 290±5MM, 32.5*9.5*0.2MM, ROHS, -45~+85 GRAUS CELSIUS;;;;;;;;
2140104080;ANTENA DE COMUNICACAO RF 902~928MHZ 2DBI 57MM COM CONECTOR SMA (2140104080);;;ANTENA;;;;;;;;;
2140104000;ANTENA PARA MODULO DE COMUNICACAO WIFI (2140104000);;;DIVERSOS;ANTENA PARA MODULO DE COMUNICACAO WIFI (2140104000);;;;;;;;
2140103890;"ANTENA DE COMUNICACAO 4G: SMA WIFI: WIFI: 2.5DBI 4G: 4.5DBI;50O;F46*26MM;2000±30MM;F46*2000MM; ROHS";;PRODUTO;DIVERSOS;"ANTENA DE COMUNICACAO 4G: SMA WIFI: WIFI: 2.5DBI 4G: 4.5DBI;50O;F46*26MM;2000±30MM;F46*2000MM; ROHS";;;;;;;;
2140103240;ANTENA FRP N (ZK) 902-928MHZ - 2DBI L285MM (2140103240);;;DIVERSOS;ANTENA FRP N (ZK) 902-928MHZ - 2DBI L285MM (2140103240);;;;;;;;
2140103220;ANTENA DE FIBRA DE VIDRO (2140103220);;;ANTENA;;;;;;;;;
2140102790;ARRUELA DENTADA Ø10,2*1.0MM - LATAO BANHADO A OURO (2140102790);;;;;;;;;;;;
2140102660;ANTENA DE COMUNICACAO GPRS (2140102660);;;ANTENA;;;;;;;;;
2140102370;ANTENA DE COMUNICACAO 2.4GHZ (2140102370);;;;;;;;;;;;
2140102360;ANTENA DE COMUNICACAO 3G/4G (2140102360);;;ANTENA;;;;;;;;;
2140100451;ANTENA DE COMUNICACAO POR RADIOFREQUENCIA (2M) (2140100451);;;ANTENA;;;;;;;;;
2120500010;"PAINEL INDICADOR COM DISPOSITIVOS DE CRISTAIS LIQUIDOS (LCD); DC12V;-20-+70?;1280*800;/;LVDS(18 BITS);308*228*45.8MM";;;DIVERSOS;"PAINEL INDICADOR COM DISPOSITIVOS DE CRISTAIS LIQUIDOS (LCD); DC12V;-20-+70?;1280*800;/;LVDS(18 BITS);308*228*45.8MM";;;;;;;;
2120305691;MOSTRADOR DE CRISTAL LIQUIDO HTN 4X47MM 3,3V 77X36X25.4/2.54MM PTH (2120305691);;;;;;;;;;;;
2120304241;MOSTRADOR DE CRISTAL LIQUIDO HTN 6*18MM 3V 65*30*31.7/2MM PTH (2120304241);;;;;;;;;;;;
2120303460;LCD 3.3V 6COM 26SEG 17.5MM 22X52.4MM HTN (2120303460) PTH;;;;;;;;;;;;
2120303450;LCD 3.3V 6COM 28SEG 17.5MM 22X64.25MM HTN PTH (2120303450);;;;;;;;;;;;
2120302761;LCD 3.4V,6COM,22SEG,13MM,18.80X62.75MM,HTN (LWS007-0) PTH (2120302761);;;;;;;;;;;;
2120302645;LCD 3.4V 4COM 17SEG 17MM 16X49.1MM (2120302645) PTH;;;;;;;;;;;;
2120302131;LCD 3.3V 6COM 18SEG 26.0MM 18.3*54.3MM HTN (LND032-0) PTH (2120302131);;;;;;;;;;;;
2100301112;TRANSFORMADOR DE ALTA FREQUENCIA 90UH 0µH 2 4200V EE20 23*22*18.5MM PTH (2100301112);;;;;;;;;;;;
2100100171;TRANSFORMADOR DE FREQUENCIA DE ENERGIA PE2809 03 230VAC 31X28X24MM (2100100171) PTH;;;;;;;;;;;;
2090902871;CONECTOR TIPO BORNE PARA MONTAGEM PTH 1X7, ESPACAMENTO 5,08MM, RETO, 12A UL/15A IEC (2090902871);;PRODUTO;CONECTOR;;;;;;;;;
2090700481;"INTERRUPTOR, CHAVE FIM DE CURSO PARA UMA TENSAO NAO SUPERIOR A 1000V; 4.8MM±0.38MM;58.8*33*17.5MM";;;DIVERSOS;"INTERRUPTOR, CHAVE FIM DE CURSO PARA UMA TENSAO NAO SUPERIOR A 1000V; 4.8MM±0.38MM;58.8*33*17.5MM";;;;;;;;
2090103820;CONECTOR HEADER FEMEA PARA MONTAGEM PTH 2X17, ESPACAMENTO 2,54MM, PTH (2090103820);;PRODUTO;CONECTOR;;;;;;;;;
2090100411;CONECTOR FEMEA 2*6PIN 2.54MM 8.5MM Y (2090100411) PTH;;PRODUTO;CONECTOR;;;;;;;;;
2090100041;CONECTOR FEMEA 1*4PIN,2.54MM,10.16*2.50*8.5 VERTICAL (G04052) PTH (2090100041);;PRODUTO;CONECTOR;;;;;;;;;
2080900460;"DISPOSITIVO MICROCONTROLADOR TCU PCB;THE CONTROL SCREEN DISPLAYS AND CONNECTS TO THE OCPP PLATFORM;185MM*141MM*30MM;ROHS";;;DIVERSOS;"DISPOSITIVO MICROCONTROLADOR TCU PCB;THE CONTROL SCREEN DISPLAYS AND CONNECTS TO THE OCPP PLATFORM;185MM*141MM*30MM;ROHS";;;;;;;;
2080900350;DISPOSITIVO DE PROTECAO CONTRA SURTOS (DPS) 670V PV20K-670 34*26*14MM;;;DIVERSOS;DISPOSITIVO DE PROTECAO CONTRA SURTOS (DPS) 670V PV20K-670 34*26*14MM;;;;;;;;
2080703080;"FONTE CHAVEADA (CONVERSOR ESTATICO) PARA CONVERSAO DE CORRENTE ALTERNADA EM CC;AC/DC DC24V:6.3A(2080703080)";;;DIVERSOS;"FONTE CHAVEADA (CONVERSOR ESTATICO) PARA CONVERSAO DE CORRENTE ALTERNADA EM CC;AC/DC DC24V:6.3A(2080703080)";;;;;;;;
2080703070;"FONTE CHAVEADA (CONVERSOR ESTATICO) PARA CONVERSAO DE CORRENTE ALTERNADA EM CC; AC/DC DC12V:12.5A(2080703070)";;;DIVERSOS;"FONTE CHAVEADA (CONVERSOR ESTATICO) PARA CONVERSAO DE CORRENTE ALTERNADA EM CC; AC/DC DC12V:12.5A(2080703070)";;;;;;;;
2080703060;"FONTE CHAVEADA (CONVERSOR ESTATICO) PARA CONVERSAO DE CORRENTE ALTERNADA EM CC. DC;AC/DC DC24V:5A(2080703060)";;;DIVERSOS;"FONTE CHAVEADA (CONVERSOR ESTATICO) PARA CONVERSAO DE CORRENTE ALTERNADA EM CC. DC;AC/DC DC24V:5A(2080703060)";;;;;;;;
